1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
980480,1036,1042,636,2557,910,1384,911,1758,1732,506,392,286,372,178,141,174,428,241,325,140,176,182,488,140,858,141,126,343,164,139,587,133,304,420,501,102,456,90,707,201,127,508,84,244,8068,282,127,159,90,113,111,108,275,141,129,159,120,164,140,131,6008,100,185,193,102,118,124,130,151,165,164,281,126,153,296,180,107,96,1340,106,101,142,94,99,144,113,123,123,122,133,125,110,117,135,147,116,114,637,246,146,141,112,224,179,672,148,307,147,145,148,154,112,289,1428,205,137,1219,100,164,110,151,99,133,108,1239,119,311,269,875,545,422,355,360,249,228,225,142,116,149,1043,93,104,108,164,3866,121,151,103,105,106,102,2295,116,564,131,141,531,193,193,161,164,169,166,175,505,188,1071,169,285,170,238,155,174,3762,131,257,85,127,568,118,234,121,136,102,101,93,111,74,759,93,100,79,64,74,71,58,1260,261,291,55,274,50,51,57,56,84,55,420,45,49,51,177,40,44,204,40,268,36,270,46,160,74,55,75,584,67,92,39,84,70,107,53,547,63,93,85,108,130,931,431,66,113,76,92,81,70,176,255,83,77,82,107,548,409,12896
1025,4185,88,117,385,42,38,35,25,20,31,40,193,55,1212,922,32,27,372,19,13,80,129,15,16,10,30,11,38,18,30,11,18,9,15,14,7,32,18,6,11,5,3,3,4,541,7,86,16,9,2,4,3,22,5,17,22,3,17,2,22,19,9,6,4,16,9,13,6,3,4,12,1,2,6,5,0,0,4,2,2,1,20,4,0,3,1,1,6,2,11,1,4,3,1,8,10,0,2,6,229,20,4,6,0,0,1,3,1,6,2,2,14,2,6,1,2,8,0,42,0,21,1,1,2,747,8,2,16,40,1,2,1,17,10,40,11,2,1,22,3,0,32,18,33,70,6,8,0,0,12,1,4,2,0,6,3,5,1,1,2,4,0,0,1,0,0,2,1,10,1,3,2,0,4,13,6,0,1,19,1,4,4,30,0,0,1,19,11,0,1,3,0,1,0,2,0,7,8,0,1,0,0,1,6,0,17,10,6,11,0,0,4,0,0,4,1,8,1,0,0,2,8,0,0,0,1,1,0,22,7,1,5,2,5,2,30,5,9,2,1,4,13,0,1,0,1,2,1,0,3,0,3,0,23,64
1743,125,7159,68,142,111,89,50,464,70,30,18,26,336,16,16,143,34,13,53,31,28,24,41,9,7,13,12,10,8,42,8,9,7,17,64,9,4,5,2,7,3,4,7,22,8,6,2,3,2,23,2,4,9,4,2,6,4,1,3,1,4,3,3,20,1,3,2,69,3,3,1,2,2,6,1,5,2,2,2,3,8,2,0,0,0,1,2,1,0,2,2,1,26,3,0,2,11,0,2,2,1,1,3,1,0,15,0,3,1,0,1,1,9,2,1,0,2,17,3,2,0,0,0,2,0,1,1,0,3,2,1,0,1,1,1,3,1,2,0,3,21,1,1,13,880,7,1,9,0,0,1,1,3,1,2,18,2,18,2,14,0,2,4,0,31,1,0,21,0,1,1,0,0,2,0,1,0,24,0,15,0,829,1,17,4,0,0,1,0,0,4,13,0,0,0,0,4,1,17,0,6,1,0,0,21,0,0,13,1,0,12,0,100,0,4,1,0,0,10,19,1,0,17,3,0,0,19,4,12,13,10,0,2,1,7,1,1,2,15,7,2,2,0,18,0,0,0,1,7,1,1,1,1,5,51
664,53,115,1965,63,158,327,42,2535,82,35,18,80,116,10,9,7,21,47,264,13,18,14,61,6,4,3,10,18,4,9,3,5,77,287,17,3,4,1,3,4,3,3,1,2,17,2,1,2,2,2,1,10,0,0,1,0,0,1,2,0,0,2,2,5,4,2,1,2,5,1,2,2,1,1,3,1,0,2,2,1,2,21,8,1,1,1,3,5,1,1,2,5,7,1,0,2,3,0,2,10,2,1,5,1,1,1,3,2,1,4,2,1,5,0,0,2,2,1,3,2,0,2,2,1,0,1,1,5,1,2,50,2,1,6,1,0,0,2,2,1,2,3,2,1,4,1,1,1,1,0,1,0,2,1,1,1,1,2,0,1,2,2,1,3,0,3,2,0,0,0,1,0,1,3,2,0,2,1,0,1,0,14,0,0,1,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,1,1,0,3,0,6,3,3,1,13,0,0,2,1,1,2,1,0,24,38,0,0,0,1,2,0,0,0,0,0,1,3,55
1437,52,189,79,7465,116,829,99,385,87,355,22,42,33,16,167,14,22,88,74,11,426,11,49,17,13,6,284,18,10,9,175,6,98,21,40,5,16,4,1,87,10,143,1,2,3459,2,11,4,7,6,6,2,6,0,3,1,1,3,2,2,8,1,2,0,3,1,3,1,1,0,5,2,2,1,326,1,0,0,11,2,0,4,3,1,1,1,1,1,1,6,1,1,0,0,3,1,0,164,2,17,1,2,3,0,1,1,191,1,2,3,1,4,168,228,0,1,93,1,0,0,1,1,0,0,12,6,0,4,10,1,0,0,3,3,5,1,0,1,3,2,0,3,3,5,3166,0,1,1,0,5,0,7,0,2,2,0,5,1,2,0,3,0,0,0,1,1,4,1,786,0,0,1,1,2,3,80,0,2,3,0,71,3,5,1,1,2,0,4,1,1,0,3,1,1,1,3,1,93,0,0,2,0,0,4,1,4,0,0,29,14,0,59,2,0,75,0,2,1,0,0,736,4,0,19,3,2,0,5,8,1,2,0,77,1,184,5,3,7,7,4,2,2,2,13,0,3,1,41,2,0,0,3,2,9,38
984,24,81,132,180,6236,233,308,542,89,40,16,53,49,12,12,9,26,8,390,7,12,6,34,5,3,3,12,4,4,5,1,6,4,16,15,3,15,4,1,3,6,6,2,0,2,3,6,0,3,7,1,5,4,0,1,6,2,2,1,2,0,2,3,1,3,1,4,5,1,0,1,1,2,2,1,2,2,1,2,0,3,2,0,0,0,2,1,0,0,2,2,1,1,1,0,0,1,1,3,21,2,2,1,1,0,3,0,0,3,0,1,0,0,2,3,3,2,1,0,6,2,2,1,0,2,0,1,5,2,1,3,5,2,2,1,3,20,0,4,1,1,1,1,8,13,1,3,2,0,2,1,4,2,0,0,4,1,5,2,2,0,2,2,0,1,1,2,1,1,2,1,1,0,2,0,1,1,2,0,0,2,14,1,1,0,0,1,0,3,0,2,10,1,0,2,0,3,0,1,1,2,0,0,3,0,2,0,0,0,0,1,0,1,0,0,1,4,0,21,9,0,0,1,2,20,2,1,4,2,0,2,3,6,1,1,5,0,7,4,0,0,21,1,0,0,8,0,0,2,0,1,0,0,4,93
908,32,43,312,333,262,4855,180,476,34,103,27,94,544,4,15,9,18,33,58,4,608,2,50,3,3,4,57,24,23,20,8,10,5,11,47,2,51,4,6,11,6,1,1,0,337,6,64,21,3,3,1,3,22,4,19,21,4,12,3,18,12,10,9,0,5,2,1,6,0,1,13,3,1,0,9,0,0,2,0,3,5,7,2,0,2,2,2,0,1,15,1,1,0,1,9,15,2,1,3,187,15,4,7,2,2,1,2,1,3,3,2,0,1,18,2,3,15,0,11,2,16,1,1,0,1040,7,1,46,22,2,0,11,16,8,16,21,1,2,22,8,1,10,11,18,168,10,0,0,1,30,1,9,0,1,8,2,14,1,3,3,7,1,2,1,0,1,3,0,16,3,4,0,3,2,16,14,1,2,11,0,21,1,13,2,0,0,12,10,3,0,7,1,1,1,5,0,1,9,0,1,0,0,1,18,0,13,15,0,25,0,0,12,1,0,11,0,10,0,21,0,1,19,0,4,0,2,3,2,21,3,1,1,5,7,0,22,7,1,4,0,2,16,1,0,0,2,10,1,1,0,0,5,1,12,39
565,34,362,40,72,222,203,57730,185,29,550,110,32,79,12,13,9,111,7,178,2,8,2,29,11,2,2,45,6,4,6,2,3,2,5,21,8,1,4,1,2,0,9,7,2,1,2,2,0,0,23,2,1,79,0,5,14,3,0,1,3,5,3,3,4,1,1,1,0,2,1,1,0,1,0,0,0,3,1,2,8,2,1,2,1,4,1,0,0,2,0,1,0,0,0,1,2,2,2,1,15,1,4,3,2,1,1,1,3,4,1,3,1,2,1,1,0,35,0,1,2,3,1,33,3,2,1,13,1,3,1,1,1,0,3,1,1,0,0,4,0,1,2,0,1,10,0,7,0,4,1,0,2,1,0,0,1,1,6,0,0,1,0,1,2,1,1,0,1,2,0,0,5,1,1,0,1,1,0,0,1,0,10,1,3,0,0,0,0,1,0,1,0,0,21,0,1,0,0,2,1,0,1,2,1,0,1,0,3,0,0,5,0,0,0,0,1,1,0,0,0,0,1,1,3,8,2,2,1,13,1,7,1,2,0,3,0,0,4,7,3,1,0,9,1,3,1,0,0,0,1,0,8,1,3,471
2145,46,228,2970,421,543,540,215,84195,94,204,81,363,369,28,46,19,184,126,959,2,14,21,271,6,4,10,307,39,25,30,3141,21,128,50,38,4,9,36,1,104,2,90,1,3,1519,2,2,6,3,0,1,0,5,1,1,1,3,1,2,3,4,8,1,0,13,0,0,4,0,3,2,2,3,0,90,4,0,6,2124,5,5,1,2,1,5,4,0,3,0,1,0,0,5,2,2,2,0,3695,1,21,2,12,7,4,1,6,69,5,4,2,2,3,18354,352,1,1,128,3,2,1,1,0,2,1,1,1,5,3,1,2,2,10,3,5,2,0,1,1,1,13,1,1,1,2,22447,7,7,1,3,2,0,3,0,1,2,2,3,4,0,1,2,0,3,0,2,1,0,3,73,0,5,1,0,4,0,95,1,0,0,3,92,2,0,3,0,1,0,1,4,0,0,1,1,0,1,2,0,109,0,0,2,0,1,2,1,1,0,1,1,1,2,85,1,1,63,0,13,3,0,1,45,0,2,4,1,4,4,4,2,2,1,0,3699,4,5,2,3,0,8,0,2,0,7,2,3,1,0,2305,5,4,1,1,1,3,79
